text,labels
"MicroRNAs (miRNAs) are short, similar to 22 nucleotide length RNAs that perform gene regulation. Recently, miRNA has been shown to be linked with the onset of cancer and other diseases based on miRNA expression levels. It is important, therefore, to understand miRNA function as it pertains to disease onset; however, in order to fully understand miRNA's role in a disease, it is necessary to detect the expression levels of these small molecules. The most widely used miRNA detection method is Northern blotting, which is considered as the standard of miRNA detection methods. This method, however, is time-consuming and has low sensitivity. This has led to an increase in the amount of detection methods available. These detection methods are either solid phase, occurring on a solid support, or solution phase, occurring in solution. While the solid-phase methods are adaptable to high-throughput screening and possess higher sensitivity than Northern blotting, they lack the ability for in vivo use and are often time-consuming. The solution-phase methods are advantageous in that they can be performed in vivo, are very sensitive, and are rapid; however, they cannot be applied in high-throughput settings. Although there are multiple detection methods available, including microarray technology, luminescence-based assays, electrochemical assays, etc., there is still much work to be done regarding miRNA detection. The current gaps of miRNA detection include the ability to perform multiplex, sensitive detection of miRNA with single-nucleotide specificity along with the standardization of these new methods. Current miRNA detection methods, gaps in these methods, miRNA therapeutic options, and the future outlook of miRNA detection are presented here.
",10
"Laboratory testing of tidal turbine models is an essential tool to investigate hydrodynamic interactions between turbines and the flow. Such tests can be used to calibrate numerical models and to estimate rotor loading and wake development to inform the design of full scale machines and array layout. The details of the design and manufacturing techniques used to develop a highly instrumented turbine model are presented. The model has a 1.2 m diameter, three bladed horizontal axis rotor and is bottom mounted. Particular attention is given to the instrumentation which can measure streamwise root bending moment for each blade and torque and thrust for the overall rotor. The model is mainly designed to investigate blade and shaft loads due to both turbulence and waves. Initial results from tests in a 2 m deep by 4 m wide flume are also presented. (C) 2017 The Authors. Published by Elsevier Ltd.
",6
"Air pollution represented by haze in China has attracted great global attention in recent years. China has recently introduced a series of action plans to improve air quality and prevent air pollution. Remediation on small coal-fired boilers and the development of heat and power cogeneration (HPC) and centralized heat supply (CHS) are important measures for preventing air pollution. This paper introduces the above mentioned policies, An industrial park in Guangdong Province, China, is taken as an example to analyze the contributions of HPC-based industrial CHS to energy saving and environmental protection. The benefits to the heat supplier and user are also analyzed. Furthermore, this paper presents the difficulties and challenges in developing industrial CHS, including mismatching in the early phase, price dispute, measure dispute, and negative inter-effects. The reasons for these problems are analyzed and possible solutions are provided. (C) 2016 Elsevier By. All rights reserved.
",6
"P>Oryza meyeriana Baill was found immune to Xanthomonas oryzae pv. oryzae (Xoo). However, the genes responsible for the strong resistance are unknown. In this study, suppression subtractive hybridization (SSH) was utilized to identify genes differentially expressed in O. meyeriana after Xoo infection. Oryza meyeriana plants inoculated with high pathogenicity races were used as 'tester' and non-inoculated plants as 'driver'. Analysis of the SSH library revealed genes responsible for cell wall lignifications, which may function to block pathogen invasion. Also identified are genes involved in secondary metabolism systems to eliminate damage caused by chemicals such as peroxides in cells. One of the response genes, ME281 encoding a protein with leucine-rich repeats which has high similarity with those of other reported disease resistance genes, was further analysed by RT-PCR and Northern blotting, which showed its expression peaked at 48-72 h after Xoo infection, suggesting that it may function at the later stage of the plant's responses. This study would help demonstrate the molecular mechanism of O. meyeriana's strong resistance to Xoo and find new disease resistance candidate genes.
",10
"This article compares multiple types of child maltreatment among Puerto Rican youth. We seek to expand the limited knowledge of the effects of multiple types of maltreatment on depressive symptoms in a specific Latino population as emerging studies indicate that children who are exposed to one type of maltreatment are often exposed to other types. This study examines the predictive strength of different and multiple types of lifetime child maltreatment (i.e., physical, sexual, and emotional abuse; and neglect), and the effect of youth support from parents, youth coping, youth self-esteem, and place of residence on depressive symptoms among Puerto Rican youth. Secondary data analyses were performed using three annual waves (2000-2004) of data from the Boricua Youth Study. The analytic sample consists of 1041 10-13 year old Puerto Rican youth living in New York and Puerto Rico. Results indicate that: (1) youth who experienced 'sexual abuse only', 'multiple maltreatment' (2 or more types of maltreatment), 'physical abuse only' have a significant increase in depressive symptoms (75.1%, 61.6%, and 40.5% respectively) compared to those without maltreatment; and (2) place of residence, exposure to violence, and mental disorders were significant risk factors. When developing psychosocial interventions, professionals should particularly focus on youth who report past lifetime experience with child maltreatment. Particular attention should be given to children living in the Bronx, New York and similar urban low-income areas who report past lifetime experience with multiple types of child maltreatment and who present symptoms or a diagnosis of co-occurring mental health problems. (C) 2016 Elsevier Ltd. All rights reserved.
",4
"Recent theoretical models suggest that repetitive negative thinking might be a key mechanism explaining the negative effects of maternal psychopathology on mother-infant relations. While an emerging body of research largely supports this idea, the relative importance of differences in the trajectory of repetitive negative thinking during and after pregnancy for mother-infant bonding as well as maternal depressive symptoms is currently unknown. Therefore, we investigated associations between the course of maternal repetitive negative thinking during pregnancy and after birth and mother-infant-bonding and maternal depressive symptoms in a longitudinal study. The overall level of repetitive negative thinking was a significant predictor of mother-infant bonding, maternal anxiety and rejection in dealing with her infant four months after birth. Furthermore, differences in the trajectory of repetitive negative thinking predicted bonding, but not anxiety or rejection. The overall levels of repetitive negative thinking as well as the differences in the trajectory of repetitive negative thinking were significant predictors of maternal depressive symptoms. These findings indicate that changes of repetitive negative thinking during and after pregnancy can increase the risk of postpartum depressive symptoms.
",5
"Insulin-like growth factor-binding protein-3 acts as a tumor suppressor that inhibits the PI3K/AKT signaling pathway due to blocking insulin growth factor-1 binding to its receptor. We hypothesized that insulin-like growth factor-binding protein-3 might be targeted by microRNA-125b and promote tumor invasion and poor outcome in non-small-cell lung cancer via activation of the PI3K/AKT signaling pathway. Real-time polymerase chain reaction and immunohistochemistry were performed to determine the level of microRNA-125b, insulin-like growth factor-binding protein-3 messenger RNA, and phosphorylated-AKT expression in 105 tumors from non-small-cell lung cancer patients. Low insulin-like growth factor-binding protein-3 messenger RNA levels and positive phosphorylated-AKT expression were more commonly found in patients with high microRNA-125b tumors than low microRNA-125b tumors. A poorer overall survival and relapse-free survival were observed in patients with high microRNA-125b tumors than low-microRNA-125b tumors in p53-mutated patients, but not in p53-wild-type patients. Mechanistically, microRNA-125b promotes invasion ability in p53-mutated cells via the PI3K/AKT activation by targeting of insulin-like growth factor-binding protein-3, but this effect was not observed in p53-wild-type cells. An increase in phosphorylated-AKT expression due to targeting of insulin-like growth factor-binding protein-3 by microRNA-125b was responsible for cell invasion in p53-mutated cells. In conclusion, the microRNA-125b level promotes invasive ability in p53-mutated cells via PI3K/AKT activation by targeting of insulinlike growth factor-binding protein-3, thereby resulting in p53-mutated non-small-cell lung cancer patients with poor outcomes.
",9
"Transfusion of blood cell components is frequent in the therapeutic arsenal; it is globally safe or even very safe. At present, residual clinical manifestations are principally inflammatory in nature. If some rare clinical hazards manifest as acute inflammation symptoms of various origin, most of them linked with conflicting and undesirable biological material accompanying the therapeutic component (infectious pathogen, pathogenic antibody, unwanted antigen, or allergen), the general feature is subtler and less visible, and essentially consists of alloimmunization or febrile non-hemolytic transfusion reaction. The present essay aims to present updates in hematology and immunology that help understand how, when, and why subclinical inflammation underlies alloimmunization and circumstances characteristic of red blood cells and - even more frequently - platelets that contribute inflammatory mediators. Modern transfusion medicine makes sustained efforts to limit such inflammatory hazards; efforts can be successful only if one has a clear view of each element's role.
",8
"This work aimed to determine the presence of Arcobacter spp. in shellfish and to determine its susceptibility to quinolones. One hundred samples (41 mussels, 37 clams, and 22 cockles) were purchased from different local retail shops in Valencia, Spain, from September 2013 to June 2015. All samples were analyzed simultaneously by culture, after an enrichment step, and by polymerase chain reaction (PCR), directly and after enrichment. The susceptibility to levofloxacin and ciprofloxacin of the isolates was tested using the disk-diffusion test and E-test strips method. To clarify the mechanism of quinolone resistance, a fragment of the quinolone resistance-determining region of the gyrA gene was sequenced. Thirty-seven samples were positive and 49 isolates were obtained by culture, and Arcobacter spp. DNA was detected in 32% of the samples by PCR. However, after 48-h enrichment, the number of positive samples increased, and 68 of the 100 samples yielded the specific Arcobacter spp. PCR product. In addition, 49 isolates were identified by PCR-restriction fragment length polymorphism. The most commonly found species was Arcobacter butzleri (25 isolates, 51.03%) followed by Arcobacter cryaerophilus (19 isolates, 38.77%) and Arcobacter defluvii (5 isolates, 10.20%). Only three isolates of A. butzleri were resistant to both antibiotics. A mutation C to T transition in the position 254 of the gyrA gene was present in the three resistant isolates. This study confirms that pathogenic arcobacters are frequently found in edible shellfish samples. Moreover, this is the first time that A. butzleri and A. cryaerophilus have been isolated from cockles.
",9
"Arbitrary fractional order integrator can be designed by a method of constructing the rational approximation function in the form of continued product. This paper takes half order integrator as an example to exhibit the design process. The circuit is made up of level-N active operational amplifier network in which the size of N is equal to the order of rational function. Since the rational approximation function in the form of continued product consists of several first order damp elements and first derivative elements, it will greatly simplify the design process of fractional integrator. It only needs four different resistors and a series of regular capacitors. Thanks to the properties, the fractional integrator can be easily manufactured for industrial production and commercial purpose. It shows that the designed fractional integrator based on the proposed method is rational through performance simulations comparison with other methods and the test by Multisim 10.
",2
"Fusarium wilts of strawberry, caused by Fusarium oxysporum f. sp. fragariae, is a serious soil-borne disease. Fusarium wilt causes dramatic yield losses in commercial strawberry production and it is a very stubborn disease to control. Reliable chemical control of strawberry Fusarium wilt disease is not yet available. Moreover, other well-known F. oxysporum have different genetic information from F. oxysporum F.. sp. fragariae. This analysis investigates the genetic diversity of strawberry Fusairum wilt pathogen. In total, 110 pathogens were isolated from three major strawberry production regions, namely Sukok, Hadong, Sancheong in Gyeongnam province in South Korea. The isolates were confirmed using F. oxysporum f. sp. fragariae species-specific primer sets. Polymerase chain reaction-restriction fragment length polymorphism (PCR-RFLP) analyses were executed using the internal transcribed spacer, intergenic spacer, translation elongation factorl-alpha, and beta-tubulin genes of the pathogens and four restriction enzymes: AluI, HhaI and Hpy1I. Regarding results, there were diverse patterns in the three gene regions except for the beta-tubulin gene region. Correlation analysis of strawberry cultivation region, cultivation method, variety, and phenotype of isolated pathogen, confirmed that genetic diversity depended on the classification of the cultivated region.
",9
"A novel hybrid system composed of a photocatalytic fuel cell (PFC) and Fenton reactor was developed with the aim to degrade the azo dye Reactive Black 5 (RB5) and generate electricity. Compared to previously established system of bioelectro-Fenton system, microbial fuel cell (MFC) system has significant challenge in the development and operation system. Therefore, PFC is used instead of MFC to generate electrons for the Fenton system. The effect of azo dye (RB5) on each PFC and Fenton reactor was investigated. The experimental results showed that maximum power output was achieved in the absence of dye in the Fenton reactor of this hybrid system. Furthermore, higher degradation efficiency of RB5 could also be observed in the PFC reactor in this hybrid system. (C) 2016 Elsevier B.V. All rights reserved.
",0
"Studies have demonstrated low expression of miR-145 associated with cell proliferation and migration in a wide variety of tumors. Here, we studied the expression of miR-145 in relation to the occurrence and development of breast cancer. Total RNA from breast cancer tissue and corresponding adjacent normal tissue was extracted and used to detect miR-145 expression by quantitative real-time polymerase chain reaction (qRT-PCR). We also transfected breast cancer cells with hsa-miR-145 mimics, hsa-miR-145 inhibitor, mimics negative control (mimics NC) or inhibitor negative control (inhibitor NC). Cell proliferation was analyzed by colony formation assays and methyl thiazolyl tetrazolium assays. Cell proliferation in breast cancer cells was decreased after overexpression of miR-145 and increased following miR-145 suppression. Cell migration and invasion were assessed using Transwell and wound healing assays, respectively, and were also decreased after overexpression of miR-145 and increased after miR-145 suppression in breast cancer cells. Finally, western blot assays showed that over expression of miR-145 inhibited expression of transforming growth factor-beta 1 (TGF-beta 1). Collectively, these data suggest that miR-145 may inhibit TGF-beta 1 protein expression which may in turn contribute to tumor formation.
",9
"Jet electrochemical machining is a promising shaping method that has the potential to replace traditional sinking ECM in the industry owing to its flexibility and stability. However, its machining quality is impaired by the occurrence of a unique phenomenon (i.e., the anode cannot be uniformly dissolved with high nozzle travel rate). This paper aims to analyze this unique phenomenon from the viewpoint of anodic behavior and to select the optimum travel rate parameter window. The anodic behavior of TB6 titanium alloy in sodium chloride solution was investigated by linear sweep voltammetry, cyclic voltammetry, electrochemical impedance spectroscopy and chronoamperometry. A time-dependent mechanism of pitting/large localized corrosion/polishing for the anodic interface structure was developed. The full electricity quantity of the equivalent oxide layer capacitor, Q, was proposed as a criterion for the initiation of uniform dissolution state. Subsequently, a novel model that incorporates the parameter Q was developed to account for the effect of anodic behavior. This model is able to predict the machined profile as well as the localized corrosion range. Finally, the effect of nozzle travel rate on jet ECM performance was investigated, and a nozzle travel rate of 10 to 25 mu m s(-1) was selected as the optimum parameter window in the present work. (C) 2017 Elsevier Ltd. All rights reserved.
",0
"The interleaved multilevel DC-DC converters have advantages of low voltage stress of the switches and diodes and reduction of filter size. Particularly series input parallel output (ISOP) configuration is well suited for high output voltage and large output current application but input series output series (ISOS) configuration enable the utilization of low voltage rating switches in high voltage input and high voltage output applications that require galvanic isolation. The series connection of the isolated DC-DC converters at the input side also can be used for higher voltage application. While multilevel topology offers many new features, it also necessitates a balance control of the input capacitors. The paper describes the operating principles of the balancing circuit, analyzes the fundamental relationships, introduces principles of the operation of the circuit. The paper shows experimental results based on a few practical application examples. The paper discusses design of the transformer with balancing winding for ISOP, ISOS and parallel connection of the DC-DC converters to provide independent voltage balancing of input capacitors.
",1
"Xyloglucan endotransglycosylase (XET) catalyses the transglycosylation of xyloglucan, the major hemicellulose polymer, which has been thought to mediate the cross-linking of cellulose microfibrils in cellular walls and proposed to be involved in the control of cell wall relaxation. To understand the relationship between litchi fruit cracking and gene expression patterns, three XET genes from litchi fruit were identified and then examined for their expression profiles in pericarp and aril tissues at different development stages, using a cracking-resistant cultivar, 'Huaizhi', and a cracking-susceptible cultivar, 'Nuomici'. Three full-length cDNAs of 1267, 1095 and 1156 bp encoding XETs, named LcXET1, LcXET2 and LcXET3, respectively, were isolated from expanding fruit using RT-PCR and RACE-PCR (rapid amplification of cDNA ends) methods. Northern blotting analysis showed that LcXET1 mRNA accumulation occurred much earlier in aril tissues at 59 days after anthesis (DAA) than in pericarp tissues at 73 DAA in 'Nuomici'. However, it appeared at almost the same time (66 DAA) in pericarp and aril tissues in 'Huaizhi'. which suggested that differential accumulation of LcXET1 in pericarp and aril tissues in 'Nuomici' and 'Huaizhi' was closely associated with fruit cracking. LcXET2 mRNA accumulation could be detected in pericarp and aril tissues throughout fruit development but exhibited a differential accumulation pattern between pericarp and aril tissues. In the aril of 'Nuomici', intensive signal bands were detectable at 59-73 DAA in rapidly expanding fruits of 'Nuomici' but only weak bands could be found in the pericarp tissues. In contrast, moderate signal bands were detectable both in pericarp and aril tissues of 'Huaizhi' fruits. Furthermore, LeXET3 showed constitutive expression in both pericarp and aril tissues of developing 'Nuomici' and 'Huaizhi' litchi fruit. In addition, differential expression patterns of three XETs genes were observed in different tissues of litchi, with only LcXET1 being fruit-specific. To further address the role of LcXET in fruit cracking, alpha-naphthalene acetic acid (NAA) was used to treat 'Nuomoci' to reduce fruit cracking. Enhanced LcXET1 mRNA accumulation appeared in pericarp while LcXET2 and LeXET3 mRNTA accumulation enhanced in aril tissues in the NAA-treated fruits. Thus, LcXET1 is more likely to play a role in reducing litchi fruit cracking than LcXET2 and LcXET3. (c) 2006 Elsevier Masson SAS. All rights reserved.
",10
"This study aimed to identify and analyze the prevalence of physical and psychological family violence in a sample of children and adolescents with different categories of disabilities in a hospital in Rio de Janeiro, Brazil. This was a cross-sectional observational study based on application of the Parent-Child Conflict Tactics Scale in a sample of 270 parents or guardians. Prevalence was 83.7% for psychological aggression and 84.4% for physical maltreatment, while 96.5% of the children and adolescents with disabilities that suffered physical punishment were also victims of psychological aggression ( p < 0.01) and 100% of those who suffered severe physical maltreatment also suffered psychological aggression ( p = 0.01). Children and adolescents with disabilities showed increased risk of suffering family violence compared to those without disabilities. In conclusion, there is a need for greater awareness-raising and training of health teams for detection and notification of child abuse, and efforts should be made to support these families.
",4
"Increasing research efforts are exploring the racial/ethnic composition of the population served by the U.S. child welfare system (CWS); however, only limited research has examined the unique experiences of CWS-involved Latino/Latina children and families, particularly those reported for child sexual abuse (CSA). This lack of research is troubling given that Latinos/Latinas are this country's largest and fastest growing minority group. To address this knowledge gap, this secondary data analysis uses data from the 2012 National Child Abuse and Neglect Data System Child File to examine a sample of children reported to the CWS (N = 2,401,304) and subsample of children involved in CSA reports (n = 179,199). Using descriptive and bivariate analyses, we describe a national profile of CWS-involved Latino/Latina children reported for CSA. This profile is developed based on the child characteristics of the analytic sample, rates of case substantiation, report sources, perpetrator characteristics, and caretaker risk factors. We then compare the profile of this subgroup of Latino/Latina children with the profiles of children who are non-Latino/Latina Black or non-Latino/Latina White. Results indicate several significant differences exist between the profiles of CWS-involved Latino/Latina children with a CSA report as compared with their counterparts in other racial/ethnic groups. Findings are discussed with the aim of informing practice, policy, and research on sexual abuse prevention and intervention strategies for Latino/Latina populations. (C) 2016 Elsevier Ltd. All rights reserved.
",4
"The genus Brucella causes significant economic losses due to infertility, abortion, stillbirth or weak calves, and neonatal mortality in livestock. Brucellosis is still a zoonosis of public health importance worldwide. The study was aimed to optimize and evaluate PCR assays used for the diagnosis of Brucella infections. For this aim, several primers and PCR protocols were performed and compared with Brucella cultures and biological material inoculated with Brucella. In PCR assays, genus- or species-specific oligonucleotide primers derived from 16S rRNA sequences (F4/R2, Ba148/928, IS711, BruP6-P7) and OMPs (JPF/JPR, 31ter/sd) of Brucella were used. All primers except for BruP6-P7 detected the DNA from reference Brucella strains and field isolates. In spiked blood, milk, and semen samples, F4-R2 primer-oriented PCR assays detected minimal numbers of Brucella. In spiked serum and fetal stomach content, Ba148/928 primer-oriented PCR assays detected minimal numbers of Brucella. Field samples collected from sheep and cattle were examined by bacteriological methods and optimized PCR assays. Overall, sensitivity of PCR assays was found superior to conventional bacteriological isolation. Brucella DNA was detected in 35.1, 1.1, 24.8, 5.0, and 8.0% of aborted fetus, blood, milk, semen, and serum samples by PCR assays, respectively. In conclusion, PCR assay in optimized conditions was found to be valuable in sensitive and specific detection of Brucella infections of animals.
",9
"Despite widespread applications of tetravalent cerium compounds in organic synthesis and catalysis, the coordination and organometallic chemistry of cerium(IV) complexes has not been well explored, due, in part, to the high oxidizing power of Ce(IV). Using chelating O-donor supporting ligands, stable tetravalent cerium complexes bearing various ligand functionalities have been isolated, thus making it possible to investigate the reaction chemistry of cerium(IV) complexes systematically. This review summarizes the recent developments of the coordination chemistry of cerium(IV) complexes bearing O-, N-, and C-donor ligands. Special attention will be directed to cerium(IV) complexes supported by a tripodal oxygen ligand. (C) 2016 Elsevier B.V. All rights reserved.
",6
"Solar energy for building applications may significantly reduce the conventional energy consumption and the related carbon dioxide emissions. The comprehensive utilization of integrated solar thermal and photovoltaic systems is undoubtedly a subject of interest. In the present paper, an optimization model was proposed for integrated solar energy systems, aiming to figure out the optimal utilization and economical efficiency of solar energy resources for buildings in cold plateau areas. A case study in Lhasa city was further carried out in order to evaluate the energy and economic performance of the developed model. The results indicated that solar photovoltaic systems are preferred than solar thermal systems for typical office buildings in cold plateau areas with rich solar energy resources. In addition, a sensitivity analysis was performed to investigate the influences of financial subsidies and commercial electricity prices on the system economical performance. Furthermore, life cycle assessment was conducted to compare and analyze the performances of an optimization system and a conventional system. (C) 2016 Elsevier Ltd. All rights reserved.
",0
"Background/Aims: Liver injury results in the activation of hepatic stellate cells (HSCs), which in turn produce matrix metalloproteinase (MMP) in response to pro-inflammatory cytokines for tissue remodelling. This study explored the transcriptional induction of the MMP-1 gene by tumour necrosis factor-alpha (TNF-alpha) in HSCs. Methods: The LI90 human HSC line was used in the present study. Gelatin zymography, enzyme-linked immunosorbent assay, Northern blotting and gene promoter-reporter assays were used to analyse the induction of MMP-1 protein, mRNA expression and gene transcription respectively. Deletional or site-directed mutations were introduced into the promoter region and transiently transfected into LI90 cells to determine the cis-acting elements necessary for TNF-alpha inducibility. Gel shift mobility assays were used to determine the transcriptional factors involved in the TNF-alpha responsiveness. Results: TNF-alpha upregulated MMP-1 protein and mRNA expression in a dose-dependent manner. A time-course experiment revealed a rapid induction of MMP-1 mRNA expression after TNF-alpha treatment. Mutation in a putative nuclear factor (NF)-kappa B-binding site at -2541 bp almost completely abolished the TNF-alpha response to MMP-1 gene-promoter activity, suggesting transcriptional regulation of MMP-1 expression by TNF-alpha via this site. Electrophoretic mobility shift assay and supershift assays indicated that this transcriptional regulation was regulated via the p50/p50 homodimer of NF-kappa B. Conclusions: MMP-1 gene expression might be induced by TNF-alpha via the p50/p50 homodimer of NF-kappa B in activated human HSCs.
",10
"Treatment of acute myelogenous leukemia (AML) over the past four decades remains mostly unchanged and the prognosis for the majority of patients remains poor. Most of the significant advances that have been observed are in defining cytogenetic abnormalities, as well as the genetic and epigenetic profiles of AML patients. While new cytogenetic and genetic aberrations such as the FLT3-ITD and NPM1 mutations are able to guide prognosis for the majority of patients with AML, outcomes are still dismal and relapse rates remain high. It is thought that relapse in AML is in part driven by minimal residual disease (MRD) that remains in the patient following treatment. Thus, there is a need for sensitive and objective methodology for MRD detection. Methodologies such as multiparameter flow cytometry (MFC), quantitative real-time polymerase chain reaction (RQ-PCR), digital PCR (dPCR), or next-generation sequencing (NGS) are being employed to evaluate their utility in MRD assessment. In this review, we will provide an overview of AML and the clinical utility of MRD measurement. We will discuss optimal timing to MRD measurement, the different approaches that are available, and efforts in the standardization across laboratories.
",9
"Research has tried to identify risk factors that increase the likelihood of difficulties with externalizing behavior. The relations between individual or environmental factors and externalizing behavior have been especially documented. Child-oriented and parent-oriented interventions have been designed in order to decrease externalizing behavior in preschoolers. To date, however, research has largely been compartmentalized. It is therefore not known whether child-oriented or parent-oriented intervention is more effective in reducing externalizing behavior. The aim of the current study was to answer this question by comparing two 8-week child with two 8-week parent-oriented group programs sharing a common experimental design. This was done in a pseudo-randomized trial conducted with 73 3-6-year-old children displaying clinically relevant levels of externalizing behavior who were assigned to one of the four interventions and 20 control participants who were allocated to a waiting list. The results indicate that the four programs focusing on a specific target variable, i.e., social cognition, inhibition, parental self-efficacy beliefs, or parental verbal responsiveness, are all effective in reducing externalizing behavior among preschoolers. Their effectiveness was moderated neither by their orientation toward the child or the parent nor by their content, suggesting that several effective solutions exist to improve behavioral adaptation in preschoolers. A second important highlight of this study is that, thanks to comparable effect sizes, brief focused programs appear to be a reasonable alternative to long multimodal programs, and may be more cost-effective for children and their families.
",3
"The objective of this work was to comparatively study the tissue tropism and the associated pathology of 2 autochthonous small ruminant lentivirus (SRLV) field strains using an experimental infection in sheep through the bone marrow. Fifteen male, SRLV-free lambs of the Rasa Aragonesa breed were inoculated with strain 697 (nervous tissue origin, animals A1-A6), with strain 496 (articular origin, animals B1-B6), or with uninfected culture medium (C1-C3). Clinical, serologic, and polymerase chain reaction (PCR) evaluations were performed periodically. Two lambs from each infected group and a control animal were euthanized at 134, 273, and 319 days postinfection. Tissues were analyzed by gross and histopathologic evaluation; immunohistochemistry for CD3, CD4, CD8, CD68, and FoxP3 cell markers; lung morphometric evaluation; and tissue proviral quantification by PCR. All infected animals became positive either by enzyme-linked immunosorbent assay and/or PCR, with group B lambs showing the highest serologic values and more consistently positive PCR reactions. Group A lambs showed representative lung lesions but only mild histopathologic changes in the central nervous system (CNS) or in carpal joints. Contrarily, group B lambs demonstrated intense carpal arthritis and interstitial pneumonia but an absence of lesions in the CNS. Proviral copies in tissues were detected only in group B lambs. Experimental infection with these SRLV strains indicates that strain 496 is more virulent than strain 697 and more prone to induce arthritis, whereas strain 697 is more likely to reproduce encephalitis in Rasa Aragonesa lambs. Host factors as well as viral factors are responsible for the final clinicopathologic picture during SRLV infections.
",9
"In many proteins, especially allosteric proteins that communicate regulatory states from allosteric to active sites, structural deformations are functionally important. To understand these deformations, dynamical experiments are ideal but challenging. Using static structural information, although more limited than dynamical analysis, is much more accessible. Underused for protein analysis, strain is the natural quantity for studying local deformations. We calculate strain tensor fields for proteins deformed by ligands or thermal fluctuations using crystal and NMR structure ensembles. Strains-primarily shears-show deformations around binding sites. These deformations can be induced solely by ligand binding at distant allosteric sites. Shears reveal quasi-2D paths of mechanical coupling between allosteric and active sites that may constitute a widespread mechanism of allostery. We argue that strain-particularly shear-is the most appropriate quantity for analysis of local protein deformations. This analysis can reveal mechanical and biological properties of many proteins.
",7
"This paper describes the main characteristics and the performance of a saturated core type fault current limiter (FCL) rated 45MVA(33 kV-800 A) to be provided by ASG Power Systems. The FCL, which has been submitted to preliminary laboratory testing, will be installed at a 275/33 kV substation in the U.K. and will reduce the fault current by 38%. The device is based on an open geometry of the magnetic cores which allows reduced size and the weight. Magnetic saturation of the cores is obtained by means of two magnesium diboride (MgB2) magnets. A numerical model of the FCL has been developed and validated and the interaction of the device with the power grid has been investigated. Details and results of the model are also discussed in the paper.
",0
"Whether specific T-cell clones are present in tumor infiltrating lymphocytes (TILs) in BCC is unknown. We employed deep sequencing of mRNA coding for the T-cell receptor (TCR) chains - and to characterize the repertoire of TILs in BCC. V and J gene-usage and CDR3 length were computed to determine the clonality of TCR and degree of overlap in TCR repertoires between skin resident T-cells and TILs. We found high diversity of the TCR repertoire in BCC and control skin with random V-J gene usage and similar CDR3-length distribution. Lack of TCR repertoire restriction indicates absence of tumor-specific TIL clones in BCC.
",8
